#Datasets	 AA_0001_diamond_output_below	 AA_0003_diamond_output_below	 AA_0004_diamond_output_below	 AA_0006_diamond_output_below	 AA_0008_diamond_output_above	 AA_0009_diamond_output_above	 AA_0010_diamond_output_below	 AA_0012_diamond_output_above	 AA_0013_diamond_output_below	 AA_0014_diamond_output_below	 AA_0015_diamond_output_above	 AA_0016_diamond_output_below	 AA_0017_diamond_output_below	 AA_0018_diamond_output_below	 AA_0019_diamond_output_below	 AA_0021_diamond_output_above	 AA_0023_diamond_output_below	 AA_0025_diamond_output_above	 AA_0026_diamond_output_below	 AA_0027_diamond_output_above	 AA_0030_diamond_output_below	 AA_0032_diamond_output_above	 AA_0033_diamond_output_below	 AA_0034_diamond_output_below	 AA_0035_diamond_output_above	 AA_0036_diamond_output_below	 AA_0037_diamond_output_below	 AA_0038_diamond_output_below	 AA_0039_diamond_output_below	 AA_0040_diamond_output_below	 AA_0041_diamond_output_below	 AA_0042_diamond_output_below	 AA_0043_diamond_output_above	 AA_0044_diamond_output_below	 AA_0045_diamond_output_below	 AA_0046_diamond_output_below	 AA_0047_diamond_output_above	 AA_0048_diamond_output_above	 AA_0049_diamond_output_above	 AA_0050_diamond_output_below	 AA_0052_diamond_output_above	 AA_0053_diamond_output_above	 AA_0054_diamond_output_below	 AA_0055_diamond_output_below	 AA_0057_diamond_output_above	 AA_0058_diamond_output_below	 AA_0060_diamond_output_below	 AA_0061_diamond_output_above	 AA_0062_diamond_output_below	 AA_0065_diamond_output_below	 AA_0071_diamond_output_above	 AA_0080_diamond_output_above	 AA_0092_diamond_output_above	 AA_0093_diamond_output_below	 AA_0096_diamond_output_above	 AA_0097_diamond_output_above	 AA_0098_diamond_output_below	 AA_0099_diamond_output_above	 AA_0100_diamond_output_below	 AA_0102_diamond_output_below	 AA_0103_diamond_output_below	 AA_0104_diamond_output_above	 AA_0105_diamond_output_below	 AA_0106_diamond_output_above	 AA_0109_diamond_output_below	 AA_0111_diamond_output_below	 AA_0112_diamond_output_below	 AA_0113_diamond_output_below	 AA_0115_diamond_output_below	 AA_0116_diamond_output_above	 AA_0117_diamond_output_below	 AA_0118_diamond_output_above	 AA_0119_diamond_output_above	 AA_0120_diamond_output_below	 AA_0121_diamond_output_below	 AA_0123_diamond_output_below	 AA_0125_diamond_output_above	 AA_0126_diamond_output_below	 AA_0127_diamond_output_below	 AA_0128_diamond_output_below	 AA_0129_diamond_output_below	 AA_0130_diamond_output_below	 AA_0131_diamond_output_below	 AA_0132_diamond_output_below	 AA_0133_diamond_output_below	 AA_0134_diamond_output_above	 AA_0135_diamond_output_below	 AA_0136_diamond_output_below	 AA_0137_diamond_output_below	 AA_0138_diamond_output_above	 AA_0139_diamond_output_above	 AA_0141_diamond_output_below	 AA_0142_diamond_output_above	 AA_0143_diamond_output_below	 AA_0151_diamond_output_below	 AA_0152_diamond_output_above	 AA_0153_diamond_output_below
"Actinobacteriota"	 1786	 3068	 4562	 10051	 8506	 3265	 3324	 7061	 5240	 8015	 8099	 5515	 6967	 8510	 3405	 7816	 8601	 1160	 1806	 4677	 9109	 5784	 8203	 3493	 3673	 7946	 4045	 7729	 6231	 8192	 7787	 2714	 5071	 4620	 6042	 4004	 5005	 7883	 7067	 8635	 5497	 9125	 6873	 4270	 3810	 4671	 8134	 2211	 5527	 3530	 2567	 4994	 7265	 7966	 7629	 5702	 8516	 7489	 2198	 5821	 9505	 6817	 6253	 7870	 5154	 5693	 5081	 6860	 5688	 7309	 5492	 4895	 5159	 5354	 2200	 5995	 5982	 4678	 5741	 4654	 4690	 3914	 10289	 6930	 2645	 5598	 4484	 4421	 8796	 6492	 7960	 3524	 2890	 2620	 5988	 5492	 1749
"Bacteroidota"	 29374	 39294	 55521	 42633	 37344	 33961	 16474	 27993	 27514	 25764	 18864	 39762	 37973	 22746	 22739	 28813	 35844	 13306	 32861	 36486	 41462	 35970	 39975	 34090	 29757	 28349	 42774	 33885	 31288	 26602	 15430	 32332	 21136	 34109	 42501	 31465	 17030	 25952	 30912	 30362	 34441	 39029	 40395	 13006	 8199	 14487	 33175	 33259	 25361	 35494	 36912	 19959	 36299	 23868	 30414	 32468	 23659	 29660	 8807	 35050	 32511	 30609	 26657	 38490	 38234	 14286	 44903	 21691	 26084	 39687	 28757	 35908	 19223	 33191	 40588	 11933	 37943	 23995	 30355	 39132	 32181	 23439	 31711	 45647	 31280	 24422	 36929	 38865	 30074	 21962	 26172	 25054	 19354	 11562	 15029	 34833	 42390
"Cyanobacteria"	 56	 66	 52	 0	 0	 72	 0	 0	 47	 0	 31	 0	 51	 0	 0	 39	 3338	 0	 35	 0	 0	 56	 0	 174	 0	 26	 40	 43	 0	 0	 0	 0	 0	 50	 0	 41	 0	 0	 0	 47	 0	 0	 0	 44	 0	 31	 0	 44	 0	 0	 43	 0	 0	 35	 60	 0	 0	 38	 0	 43	 0	 43	 34	 0	 59	 37	 522	 42	 0	 46	 0	 71	 62	 0	 32	 896	 63	 0	 0	 0	 0	 47	 56	 0	 52	 0	 42	 0	 44	 0	 0	 37	 27	 32	 3758	 38	 41
"Desulfobacterota"	 789	 1748	 803	 1805	 426	 1595	 59	 458	 1668	 516	 2549	 3979	 1484	 868	 1397	 2273	 1096	 0	 0	 973	 3836	 663	 1515	 984	 1174	 1227	 913	 2315	 1629	 1350	 103	 1301	 1011	 1184	 750	 1272	 1477	 1483	 1352	 930	 981	 1391	 5080	 1508	 0	 110	 111	 2013	 1026	 1133	 1606	 1632	 4086	 22	 1199	 1681	 1483	 1683	 300	 1162	 1651	 1252	 1323	 2458	 1956	 1407	 964	 0	 124	 770	 1598	 211	 765	 338	 1155	 782	 1004	 1122	 579	 462	 163	 56	 1873	 1936	 1510	 1315	 1655	 1574	 1179	 0	 1564	 1207	 384	 187	 386	 1714	 2420
"Firmicutes"	 811	 2632	 3252	 7207	 2506	 9763	 1995	 7734	 1790	 9256	 2108	 15086	 4053	 1342	 2757	 2260	 6383	 2306	 4065	 1360	 3235	 2687	 2741	 3144	 1982	 4586	 1356	 4291	 4547	 11575	 5758	 4224	 1630	 7032	 9127	 2423	 2107	 2717	 3588	 7220	 3318	 6121	 6084	 9445	 8974	 6209	 2119	 1054	 7139	 1509	 1424	 5042	 2572	 3650	 1548	 4443	 2247	 1589	 594	 3011	 5694	 2020	 2102	 3215	 2683	 10152	 6126	 3523	 4316	 2531	 2305	 2973	 3054	 8289	 2657	 8647	 3288	 3240	 2594	 2384	 1821	 2735	 3063	 3769	 1390	 6097	 3512	 3030	 6784	 4261	 9845	 4718	 2113	 226	 14351	 494	 1577
"Firmicutes_A"	 29553	 57105	 93482	 93561	 92501	 94169	 38421	 89902	 62058	 60176	 58034	 54114	 68264	 34592	 52115	 69521	 111360	 47960	 45478	 51886	 110207	 75168	 67068	 90473	 64212	 40806	 57176	 48358	 97182	 50248	 52639	 52736	 67345	 85206	 59438	 47139	 41385	 60471	 77409	 63859	 79202	 80961	 76783	 79795	 47784	 33377	 69203	 64951	 45079	 69205	 54235	 60550	 74536	 31607	 61317	 65413	 62837	 51688	 20349	 70208	 78387	 56628	 56820	 58108	 90351	 42937	 99753	 82427	 80320	 73265	 46029	 73517	 71396	 82124	 62962	 70538	 81112	 76449	 64284	 69320	 60386	 52818	 71628	 81673	 72140	 65609	 68607	 63354	 75584	 81619	 121687	 43108	 51956	 28608	 93771	 59922	 71998
"Firmicutes_B"	 0	 0	 130	 0	 65	 0	 0	 167	 0	 0	 0	 0	 0	 0	 0	 0	 67	 0	 0	 0	 68	 0	 0	 0	 0	 0	 0	 0	 232	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 41	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 126	 0	 0	 0	 258	 0	 0	 0	 83	 0	 0
"Firmicutes_C"	 3958	 4942	 1939	 4797	 3775	 1318	 1996	 2872	 2041	 4655	 5911	 5388	 4218	 6691	 7123	 3914	 6037	 1456	 935	 6496	 2251	 1435	 5586	 3229	 4456	 3921	 1946	 4210	 2870	 6387	 3087	 2415	 837	 1701	 1293	 6381	 3519	 5217	 7764	 5185	 4890	 6014	 3222	 6391	 4474	 1650	 5661	 2400	 7453	 4734	 2398	 2445	 4060	 6965	 4645	 1051	 4877	 8106	 1688	 2501	 5358	 3612	 3790	 3413	 1175	 3704	 1158	 1651	 2089	 6609	 4759	 679	 3966	 5905	 3934	 2870	 1335	 3918	 1230	 4309	 1181	 1306	 6383	 2003	 3681	 5443	 808	 1886	 3664	 1292	 2190	 4563	 1884	 3282	 1994	 5457	 2906
"Fusobacteriota"	 683	 2356	 0	 0	 0	 0	 569	 0	 0	 80	 0	 0	 0	 0	 459	 0	 0	 0	 1369	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1601	 0	 0	 1531	 0	 0	 0	 0	 216	 976	 0	 0	 0	 0	 494	 0	 0	 123	 0	 0	 0	 0	 0	 920	 0	 1567	 0	 1673	 0	 0	 0	 0	 0	 2023	 0	 0	 0	 2312	 0	 0	 0	 0	 0	 0	 0	 0	 2144	 0	 0	 0	 0	 0	 1216	 763	 0	 0	 0	 0	 0	 0	 0	 0	 0	 31	 0	 0	 0	 0	 125
"Proteobacteria"	 683	 3260	 5801	 6538	 3890	 7393	 6829	 2729	 1204	 5012	 3829	 2862	 969	 1673	 11197	 1890	 1608	 4239	 2768	 1243	 3026	 1086	 6977	 5037	 7401	 6102	 4005	 2573	 7407	 9928	 4118	 3227	 1934	 1414	 3365	 1831	 4519	 5357	 2837	 7483	 2627	 6351	 5341	 4517	 11204	 6551	 3259	 2301	 3999	 3543	 1198	 1195	 4037	 3729	 1274	 1191	 2814	 5345	 1612	 5496	 4859	 2785	 2936	 4060	 953	 4837	 3014	 2414	 3330	 8250	 2941	 6295	 4344	 5404	 4975	 5514	 1482	 5088	 3441	 1611	 3795	 2642	 4505	 2531	 5643	 3264	 4551	 3677	 1806	 3966	 4356	 3177	 3438	 391	 5883	 2295	 3695
